gene,ps,mrca_name
ZNF638,14,Amniota: 340 MYA
INTS12,14,Amniota: 340 MYA
PSEN1,14,Amniota: 340 MYA
ADGRG1,14,Amniota: 340 MYA
ADGRG1,14,Amniota: 340 MYA
DLGAP4,14,Amniota: 340 MYA
SNX16,14,Amniota: 340 MYA
ST3GAL5,14,Amniota: 340 MYA
ADGRG1,14,Amniota: 340 MYA
LITAF,14,Amniota: 340 MYA
TBC1D14,14,Amniota: 340 MYA
AATK,14,Amniota: 340 MYA
DAG1,14,Amniota: 340 MYA
LGALS1,14,Amniota: 340 MYA
MLIP,14,Amniota: 340 MYA
UMAD1,14,Amniota: 340 MYA
CDH11,14,Amniota: 340 MYA
ADIG,14,Amniota: 340 MYA
GABRP,14,Amniota: 340 MYA
NSD2,14,Amniota: 340 MYA
ADGRG1,14,Amniota: 340 MYA
CCNE2,14,Amniota: 340 MYA
ADGRG1,14,Amniota: 340 MYA
ABAT,14,Amniota: 340 MYA
CD47,14,Amniota: 340 MYA
CCDC82,14,Amniota: 340 MYA
OLR1,14,Amniota: 340 MYA
AZIN2,14,Amniota: 340 MYA
LUC7L3,14,Amniota: 340 MYA
PNPLA8,14,Amniota: 340 MYA
LMNA,14,Amniota: 340 MYA
CHST15,14,Amniota: 340 MYA
PTPRC,14,Amniota: 340 MYA
GBGT1,14,Amniota: 340 MYA
LIFR,14,Amniota: 340 MYA
NFKBIE,14,Amniota: 340 MYA
REXO5,14,Amniota: 340 MYA
ST3GAL1,14,Amniota: 340 MYA
TOM1L1,14,Amniota: 340 MYA
ST6GAL1,14,Amniota: 340 MYA
IL1RN,14,Amniota: 340 MYA
TRIM47,14,Amniota: 340 MYA
HNRNPU,14,Amniota: 340 MYA
METTL15,14,Amniota: 340 MYA
ACSM5,14,Amniota: 340 MYA
UBASH3A,14,Amniota: 340 MYA
PPP1R3A,14,Amniota: 340 MYA
DLC1,14,Amniota: 340 MYA
RBM6,14,Amniota: 340 MYA
FSTL3,14,Amniota: 340 MYA
LLCFC1,14,Amniota: 340 MYA
ST3GAL5,14,Amniota: 340 MYA
TMEM106B,14,Amniota: 340 MYA
TRIM29,14,Amniota: 340 MYA
SUGP2,14,Amniota: 340 MYA
ADGRG1,14,Amniota: 340 MYA
HSF4,14,Amniota: 340 MYA
AURKA,14,Amniota: 340 MYA
ADGRG1,14,Amniota: 340 MYA
HELLS,14,Amniota: 340 MYA
SEMA3E,14,Amniota: 340 MYA
RNF4,14,Amniota: 340 MYA
KITLG,14,Amniota: 340 MYA
MBP,14,Amniota: 340 MYA
RNPS1,14,Amniota: 340 MYA
CRX,14,Amniota: 340 MYA
INPP4B,14,Amniota: 340 MYA
JPT1,14,Amniota: 340 MYA
KALRN,14,Amniota: 340 MYA
UBXN2B,14,Amniota: 340 MYA
ST6GAL1,14,Amniota: 340 MYA
ADGRG1,14,Amniota: 340 MYA
IL2RA,14,Amniota: 340 MYA
GRIN2B,14,Amniota: 340 MYA
SLC35D2,14,Amniota: 340 MYA
MEAK7,14,Amniota: 340 MYA
FIG4,14,Amniota: 340 MYA
AKAP6,14,Amniota: 340 MYA
ADGRG1,14,Amniota: 340 MYA
MBP,14,Amniota: 340 MYA
PASK,14,Amniota: 340 MYA
BCL2L13,14,Amniota: 340 MYA
ADGRG1,14,Amniota: 340 MYA
PIANP,14,Amniota: 340 MYA
IL7R,14,Amniota: 340 MYA
METTL15,14,Amniota: 340 MYA
ANKRD13D,14,Amniota: 340 MYA
SEPTIN2,14,Amniota: 340 MYA
THSD7B,14,Amniota: 340 MYA
ST3GAL5,14,Amniota: 340 MYA
ABCC4,14,Amniota: 340 MYA
TUBGCP5,14,Amniota: 340 MYA
HSF4,14,Amniota: 340 MYA
ZC3H18,14,Amniota: 340 MYA
CD14,14,Amniota: 340 MYA
CEP250,14,Amniota: 340 MYA
C16orf74,14,Amniota: 340 MYA
GBF1,14,Amniota: 340 MYA
MICA,14,Amniota: 340 MYA
SGK1,14,Amniota: 340 MYA
OLR1,14,Amniota: 340 MYA
KCNE3,14,Amniota: 340 MYA
BRCA1,14,Amniota: 340 MYA
ADGRG1,14,Amniota: 340 MYA
ZNF217,14,Amniota: 340 MYA
ARL15,14,Amniota: 340 MYA
HJURP,14,Amniota: 340 MYA
MCM10,14,Amniota: 340 MYA
TRIM37,14,Amniota: 340 MYA
DTX2,14,Amniota: 340 MYA
MT3,14,Amniota: 340 MYA
ST3GAL1,14,Amniota: 340 MYA
CHFR,14,Amniota: 340 MYA
ETFBKMT,14,Amniota: 340 MYA
NDRG1,14,Amniota: 340 MYA
PRSS51,14,Amniota: 340 MYA
LRRC7,14,Amniota: 340 MYA
PIANP,14,Amniota: 340 MYA
ANLN,14,Amniota: 340 MYA
TNFSF8,14,Amniota: 340 MYA
INPP4B,14,Amniota: 340 MYA
METTL15,14,Amniota: 340 MYA
SGMS2,14,Amniota: 340 MYA
BPIFB6,14,Amniota: 340 MYA
DYNAP,14,Amniota: 340 MYA
LIPT1,14,Amniota: 340 MYA
HJURP,14,Amniota: 340 MYA
ADGRG1,14,Amniota: 340 MYA
MBP,14,Amniota: 340 MYA
PTCRA,14,Amniota: 340 MYA
SPP1,14,Amniota: 340 MYA
MAST4,14,Amniota: 340 MYA
LARP4,14,Amniota: 340 MYA
ADGRG1,14,Amniota: 340 MYA
DNTTIP2,14,Amniota: 340 MYA
ANLN,14,Amniota: 340 MYA
CHFR,14,Amniota: 340 MYA
METTL15,14,Amniota: 340 MYA
TRIM29,14,Amniota: 340 MYA
ZNF706,14,Amniota: 340 MYA
EMCN,14,Amniota: 340 MYA
USP21,14,Amniota: 340 MYA
GTPBP1,14,Amniota: 340 MYA
KLF2,14,Amniota: 340 MYA
CDK5RAP2,14,Amniota: 340 MYA
ZNF638,14,Amniota: 340 MYA
GNLY,14,Amniota: 340 MYA
CRYBG1,14,Amniota: 340 MYA
LYPD6B,14,Amniota: 340 MYA
ADGRG1,14,Amniota: 340 MYA
ZNF662,14,Amniota: 340 MYA
ZNF451,14,Amniota: 340 MYA
C1orf167,14,Amniota: 340 MYA
ADGRG1,14,Amniota: 340 MYA
ST6GAL1,14,Amniota: 340 MYA
COL25A1,14,Amniota: 340 MYA
EEF1D,14,Amniota: 340 MYA
NA,14,Amniota: 340 MYA
ABI3,14,Amniota: 340 MYA
SPAG5,14,Amniota: 340 MYA
PDE4DIP,14,Amniota: 340 MYA
PLCB2,14,Amniota: 340 MYA
CIITA,14,Amniota: 340 MYA
SOX13,14,Amniota: 340 MYA
SNX16,14,Amniota: 340 MYA
ST3GAL5,14,Amniota: 340 MYA
TEDC2,14,Amniota: 340 MYA
LITAF,14,Amniota: 340 MYA
MT3,14,Amniota: 340 MYA
FKBP8,14,Amniota: 340 MYA
LITAF,14,Amniota: 340 MYA
IL36RN,14,Amniota: 340 MYA
KITLG,14,Amniota: 340 MYA
FAM114A1,14,Amniota: 340 MYA
DYNAP,14,Amniota: 340 MYA
ADGRG1,14,Amniota: 340 MYA
ADGRG1,14,Amniota: 340 MYA
TF,14,Amniota: 340 MYA
ST3GAL5,14,Amniota: 340 MYA
TMEM272,14,Amniota: 340 MYA
ST6GAL1,14,Amniota: 340 MYA
ST3GAL5,14,Amniota: 340 MYA
ADGRG1,14,Amniota: 340 MYA
EPB41L1,14,Amniota: 340 MYA
TLK2,14,Amniota: 340 MYA
DNTTIP2,14,Amniota: 340 MYA
PAM,14,Amniota: 340 MYA
LAMA4,14,Amniota: 340 MYA
CALCOCO2,14,Amniota: 340 MYA
SSH2,14,Amniota: 340 MYA
ZNF638,14,Amniota: 340 MYA
NDC80,14,Amniota: 340 MYA
ANGEL1,14,Amniota: 340 MYA
ATE1,14,Amniota: 340 MYA
CCSER1,14,Amniota: 340 MYA
GANC,14,Amniota: 340 MYA
PTPRC,14,Amniota: 340 MYA
KIR2DS1,14,Amniota: 340 MYA
ST3GAL5,14,Amniota: 340 MYA
NCR1,14,Amniota: 340 MYA
ZNF100,14,Amniota: 340 MYA
TMPRSS11E,14,Amniota: 340 MYA
NCR1,14,Amniota: 340 MYA
OLFM1,14,Amniota: 340 MYA
ABHD16A,14,Amniota: 340 MYA
LAIR1,14,Amniota: 340 MYA
CLEC20A,14,Amniota: 340 MYA
KIR2DS1,14,Amniota: 340 MYA
LILRA3,14,Amniota: 340 MYA
NXPE3,14,Amniota: 340 MYA
C5orf63,14,Amniota: 340 MYA
ZNF85,14,Amniota: 340 MYA
CABYR,14,Amniota: 340 MYA
LILRB2,14,Amniota: 340 MYA
LAIR1,14,Amniota: 340 MYA
SMIM29,14,Amniota: 340 MYA
CATSPERB,14,Amniota: 340 MYA
NXPE3,14,Amniota: 340 MYA
NLRP7,14,Amniota: 340 MYA
P2RX7,14,Amniota: 340 MYA
ADGB,14,Amniota: 340 MYA
CATSPER2,14,Amniota: 340 MYA
ABI3BP,14,Amniota: 340 MYA
AMPH,14,Amniota: 340 MYA
FICD,14,Amniota: 340 MYA
SCAF1,14,Amniota: 340 MYA
NXPE3,14,Amniota: 340 MYA
KIR2DS2,14,Amniota: 340 MYA
SIRT5,14,Amniota: 340 MYA
SSMEM1,14,Amniota: 340 MYA
FOXN1,14,Amniota: 340 MYA
SPATA3,14,Amniota: 340 MYA
ADAM29,14,Amniota: 340 MYA
MS4A12,14,Amniota: 340 MYA
FAM111B,14,Amniota: 340 MYA
CPA4,14,Amniota: 340 MYA
TMEM217,14,Amniota: 340 MYA
FBLIM1,14,Amniota: 340 MYA
SUGP2,14,Amniota: 340 MYA
B4GALT4,14,Amniota: 340 MYA
NARS2,14,Amniota: 340 MYA
FHAD1,14,Amniota: 340 MYA
CASP4,14,Amniota: 340 MYA
BANP,14,Amniota: 340 MYA
MCM3AP,14,Amniota: 340 MYA
ABI3BP,14,Amniota: 340 MYA
ZNF682,14,Amniota: 340 MYA
TNFRSF10A,14,Amniota: 340 MYA
PDP2,14,Amniota: 340 MYA
NARS2,14,Amniota: 340 MYA
LAIR1,14,Amniota: 340 MYA
ENAM,14,Amniota: 340 MYA
OAZ3,14,Amniota: 340 MYA
C11orf52,14,Amniota: 340 MYA
BRME1,14,Amniota: 340 MYA
LAIR1,14,Amniota: 340 MYA
PSME3IP1,14,Amniota: 340 MYA
ERMN,14,Amniota: 340 MYA
RNPS1,14,Amniota: 340 MYA
RNF167,14,Amniota: 340 MYA
CIPC,14,Amniota: 340 MYA
PTPRC,14,Amniota: 340 MYA
CCDC110,14,Amniota: 340 MYA
CLPTM1,14,Amniota: 340 MYA
CCDC110,14,Amniota: 340 MYA
TMEM262,14,Amniota: 340 MYA
MSI2,14,Amniota: 340 MYA
TOP2A,14,Amniota: 340 MYA
TBK1,14,Amniota: 340 MYA
APOA2,14,Amniota: 340 MYA
LAT2,14,Amniota: 340 MYA
PPP1R13L,14,Amniota: 340 MYA
OLFM1,14,Amniota: 340 MYA
ADGRG1,14,Amniota: 340 MYA
PTPRC,14,Amniota: 340 MYA
EPS8L2,14,Amniota: 340 MYA
TOP6BL,14,Amniota: 340 MYA
MS4A15,14,Amniota: 340 MYA
RGS6,14,Amniota: 340 MYA
APOA2,14,Amniota: 340 MYA
LAIR1,14,Amniota: 340 MYA
SCAF1,14,Amniota: 340 MYA
MNDA,14,Amniota: 340 MYA
ZNF730,14,Amniota: 340 MYA
C2orf42,14,Amniota: 340 MYA
IL11,14,Amniota: 340 MYA
NSMCE2,14,Amniota: 340 MYA
ANKRD31,14,Amniota: 340 MYA
FBLIM1,14,Amniota: 340 MYA
ZNF23,14,Amniota: 340 MYA
LAIR1,14,Amniota: 340 MYA
SYNE1,14,Amniota: 340 MYA
SHLD2,14,Amniota: 340 MYA
SPEF2,14,Amniota: 340 MYA
ZSCAN5A,14,Amniota: 340 MYA
CCDC82,14,Amniota: 340 MYA
TCN2,14,Amniota: 340 MYA
ARMC12,14,Amniota: 340 MYA
ABI3BP,14,Amniota: 340 MYA
CCDC159,14,Amniota: 340 MYA
LILRA3,14,Amniota: 340 MYA
MEIKIN,14,Amniota: 340 MYA
GPRC5A,14,Amniota: 340 MYA
IGSF1,14,Amniota: 340 MYA
PRLR,14,Amniota: 340 MYA
PTPRC,14,Amniota: 340 MYA
DENND2B,14,Amniota: 340 MYA
KCTD20,14,Amniota: 340 MYA
ZNF641,14,Amniota: 340 MYA
CCDC27,14,Amniota: 340 MYA
DENND2B,14,Amniota: 340 MYA
STK11,14,Amniota: 340 MYA
ZNF395,14,Amniota: 340 MYA
CD200,14,Amniota: 340 MYA
SENP1,14,Amniota: 340 MYA
AZGP1,14,Amniota: 340 MYA
LAIR1,14,Amniota: 340 MYA
ANHX,14,Amniota: 340 MYA
ATG16L2,14,Amniota: 340 MYA
CCDC14,14,Amniota: 340 MYA
ZFHX2,14,Amniota: 340 MYA
CCDC159,14,Amniota: 340 MYA
RHEX,14,Amniota: 340 MYA
HDAC5,14,Amniota: 340 MYA
C8orf89,14,Amniota: 340 MYA
LAIR1,14,Amniota: 340 MYA
TOP6BL,14,Amniota: 340 MYA
POR,14,Amniota: 340 MYA
AKAP3,14,Amniota: 340 MYA
LAT2,14,Amniota: 340 MYA
CEP350,14,Amniota: 340 MYA
FCGR2A,14,Amniota: 340 MYA
JADE2,14,Amniota: 340 MYA
TERF2,14,Amniota: 340 MYA
BARD1,14,Amniota: 340 MYA
NA,14,Amniota: 340 MYA
FLACC1,14,Amniota: 340 MYA
C8orf89,14,Amniota: 340 MYA
FCHO1,14,Amniota: 340 MYA
SSUH2,14,Amniota: 340 MYA
GAL3ST4,14,Amniota: 340 MYA
FAM111A,14,Amniota: 340 MYA
C2orf73,14,Amniota: 340 MYA
ABI3BP,14,Amniota: 340 MYA
ZSCAN25,14,Amniota: 340 MYA
CD68,14,Amniota: 340 MYA
TTC23,14,Amniota: 340 MYA
PTPRC,14,Amniota: 340 MYA
AKAP8,14,Amniota: 340 MYA
DNMT1,14,Amniota: 340 MYA
UTS2B,14,Amniota: 340 MYA
KRBOX5,14,Amniota: 340 MYA
NA,14,Amniota: 340 MYA
IL2RB,14,Amniota: 340 MYA
CLEC1A,14,Amniota: 340 MYA
FBLN5,14,Amniota: 340 MYA
ABI3BP,14,Amniota: 340 MYA
ZNF23,14,Amniota: 340 MYA
EPN1,14,Amniota: 340 MYA
SCAF1,14,Amniota: 340 MYA
SPIB,14,Amniota: 340 MYA
MEI1,14,Amniota: 340 MYA
IRF1,14,Amniota: 340 MYA
MAD2L1,14,Amniota: 340 MYA
FYTTD1,14,Amniota: 340 MYA
LAIR1,14,Amniota: 340 MYA
GABRR1,14,Amniota: 340 MYA
SELENOT,14,Amniota: 340 MYA
LAIR2,14,Amniota: 340 MYA
TMPRSS2,14,Amniota: 340 MYA
RGSL1,14,Amniota: 340 MYA
PTPRC,14,Amniota: 340 MYA
CABYR,14,Amniota: 340 MYA
EMC10,14,Amniota: 340 MYA
PDLIM2,14,Amniota: 340 MYA
RIOK1,14,Amniota: 340 MYA
TMED1,14,Amniota: 340 MYA
SPIB,14,Amniota: 340 MYA
OLR1,14,Amniota: 340 MYA
ABCB4,14,Amniota: 340 MYA
CANX,14,Amniota: 340 MYA
STAB2,14,Amniota: 340 MYA
FTO,14,Amniota: 340 MYA
TMEM262,14,Amniota: 340 MYA
TNKS1BP1,14,Amniota: 340 MYA
ZNF528,14,Amniota: 340 MYA
TNKS1BP1,14,Amniota: 340 MYA
IL2RB,14,Amniota: 340 MYA
B4GALT4,14,Amniota: 340 MYA
MKRN1,14,Amniota: 340 MYA
PCP4,14,Amniota: 340 MYA
C1orf167,14,Amniota: 340 MYA
IL7R,14,Amniota: 340 MYA
NXPE3,14,Amniota: 340 MYA
ARMH4,14,Amniota: 340 MYA
NA,14,Amniota: 340 MYA
FSCN3,14,Amniota: 340 MYA
SENP2,14,Amniota: 340 MYA
GHDC,14,Amniota: 340 MYA
SRCAP,14,Amniota: 340 MYA
NA,14,Amniota: 340 MYA
TTC23,14,Amniota: 340 MYA
STAP2,14,Amniota: 340 MYA
OAZ3,14,Amniota: 340 MYA
SWI5,14,Amniota: 340 MYA
DNHD1,14,Amniota: 340 MYA
BANF2,14,Amniota: 340 MYA
KIR2DL2,14,Amniota: 340 MYA
ABI3BP,14,Amniota: 340 MYA
AKAP10,14,Amniota: 340 MYA
FAM227B,14,Amniota: 340 MYA
DNAJC17,14,Amniota: 340 MYA
IL2RB,14,Amniota: 340 MYA
AKAP3,14,Amniota: 340 MYA
BCL2L11,14,Amniota: 340 MYA
PLXNB2,14,Amniota: 340 MYA
PRR14L,14,Amniota: 340 MYA
ERMN,14,Amniota: 340 MYA
ZCWPW2,14,Amniota: 340 MYA
SENP2,14,Amniota: 340 MYA
TROAP,14,Amniota: 340 MYA
NREP,14,Amniota: 340 MYA
NXPE3,14,Amniota: 340 MYA
TACC2,14,Amniota: 340 MYA
KCTD20,14,Amniota: 340 MYA
LILRA4,14,Amniota: 340 MYA
ZNF23,14,Amniota: 340 MYA
FYB1,14,Amniota: 340 MYA
RESF1,14,Amniota: 340 MYA
FSIP2,14,Amniota: 340 MYA
MEPE,14,Amniota: 340 MYA
ZFHX2,14,Amniota: 340 MYA
PWWP2A,14,Amniota: 340 MYA
FBLIM1,14,Amniota: 340 MYA
SENP2,14,Amniota: 340 MYA
DNMT1,14,Amniota: 340 MYA
TCP10L,14,Amniota: 340 MYA
LAIR1,14,Amniota: 340 MYA
CIRBP,14,Amniota: 340 MYA
IL2RB,14,Amniota: 340 MYA
C2orf73,14,Amniota: 340 MYA
FUZ,14,Amniota: 340 MYA
ZNF875,14,Amniota: 340 MYA
PTPRC,14,Amniota: 340 MYA
TOP6BL,14,Amniota: 340 MYA
TBK1,14,Amniota: 340 MYA
ZNF267,14,Amniota: 340 MYA
SAMHD1,14,Amniota: 340 MYA
IFNGR2,14,Amniota: 340 MYA
RASGRP2,14,Amniota: 340 MYA
KIR2DL5B,14,Amniota: 340 MYA
ARL6IP6,14,Amniota: 340 MYA
APOA2,14,Amniota: 340 MYA
MXI1,14,Amniota: 340 MYA
CCHCR1,14,Amniota: 340 MYA
KIR2DL4,14,Amniota: 340 MYA
ERVK3-1,14,Amniota: 340 MYA
ERVK3-1,14,Amniota: 340 MYA
HMX1,14,Amniota: 340 MYA
SIRT5,14,Amniota: 340 MYA
CCHCR1,14,Amniota: 340 MYA
KIR2DL4,14,Amniota: 340 MYA
CD59,14,Amniota: 340 MYA
CCHCR1,14,Amniota: 340 MYA
KIR3DX1,14,Amniota: 340 MYA
CCHCR1,14,Amniota: 340 MYA
IDH3A,14,Amniota: 340 MYA
CCHCR1,14,Amniota: 340 MYA
TRIML2,14,Amniota: 340 MYA
STX4,14,Amniota: 340 MYA
CTSV,14,Amniota: 340 MYA
SPATA33,14,Amniota: 340 MYA
TEX38,14,Amniota: 340 MYA
KIR2DL5B,14,Amniota: 340 MYA
TEX38,14,Amniota: 340 MYA
NA,14,Amniota: 340 MYA
CLEC7A,14,Amniota: 340 MYA
CCHCR1,14,Amniota: 340 MYA
KIR3DL2,14,Amniota: 340 MYA
LILRB2,14,Amniota: 340 MYA
CNBD2,14,Amniota: 340 MYA
CFAP95,14,Amniota: 340 MYA
EVA1C,14,Amniota: 340 MYA
CCHCR1,14,Amniota: 340 MYA
TRNT1,14,Amniota: 340 MYA
BATF2,14,Amniota: 340 MYA
GARIN2,14,Amniota: 340 MYA
KIFC1,14,Amniota: 340 MYA
CYP2D7,14,Amniota: 340 MYA
SLC39A8,14,Amniota: 340 MYA
MT1X,14,Amniota: 340 MYA
CCHCR1,14,Amniota: 340 MYA
CCHCR1,14,Amniota: 340 MYA
ZNF875,14,Amniota: 340 MYA
ZYX,14,Amniota: 340 MYA
GLT8D2,14,Amniota: 340 MYA
PRR13,14,Amniota: 340 MYA
IER3,14,Amniota: 340 MYA
CCHCR1,14,Amniota: 340 MYA
FBLIM1,14,Amniota: 340 MYA
SIRPB2,14,Amniota: 340 MYA
TBC1D22A,14,Amniota: 340 MYA
KRBA1,14,Amniota: 340 MYA
FCAR,14,Amniota: 340 MYA
MCPH1,14,Amniota: 340 MYA
PIK3C2G,14,Amniota: 340 MYA
MT1H,14,Amniota: 340 MYA
KRBA1,14,Amniota: 340 MYA
ZC3HC1,14,Amniota: 340 MYA
LIPT2,14,Amniota: 340 MYA
CAST,14,Amniota: 340 MYA
CNTROB,14,Amniota: 340 MYA
SMYD4,14,Amniota: 340 MYA
LCA5L,14,Amniota: 340 MYA
DIABLO,14,Amniota: 340 MYA
KPNA2,14,Amniota: 340 MYA
WDR41,14,Amniota: 340 MYA
CCHCR1,14,Amniota: 340 MYA
SPATA22,14,Amniota: 340 MYA
TNF,14,Amniota: 340 MYA
MKNK1,14,Amniota: 340 MYA
TBRG4,14,Amniota: 340 MYA
ERVK3-1,14,Amniota: 340 MYA
ZNF613,14,Amniota: 340 MYA
GDAP1,14,Amniota: 340 MYA
PSG6,14,Amniota: 340 MYA
ERVK3-1,14,Amniota: 340 MYA
CFC1,14,Amniota: 340 MYA
TRAF3IP2,14,Amniota: 340 MYA
IDH3A,14,Amniota: 340 MYA
LILRB4,14,Amniota: 340 MYA
TAPT1,14,Amniota: 340 MYA
NOPCHAP1,14,Amniota: 340 MYA
FIP1L1,14,Amniota: 340 MYA
CNTROB,14,Amniota: 340 MYA
TXNDC15,14,Amniota: 340 MYA
NLRP1,14,Amniota: 340 MYA
PARP12,14,Amniota: 340 MYA
PET100,14,Amniota: 340 MYA
CCHCR1,14,Amniota: 340 MYA
CD59,14,Amniota: 340 MYA
SPATA21,14,Amniota: 340 MYA
UBXN7,14,Amniota: 340 MYA
FAAP20,14,Amniota: 340 MYA
HNRNPD,14,Amniota: 340 MYA
SLC30A9,14,Amniota: 340 MYA
PREPL,14,Amniota: 340 MYA
DNAJB14,14,Amniota: 340 MYA
MED15,14,Amniota: 340 MYA
CLEC5A,14,Amniota: 340 MYA
FBLIM1,14,Amniota: 340 MYA
FAM186B,14,Amniota: 340 MYA
RACGAP1,14,Amniota: 340 MYA
TMEM199,14,Amniota: 340 MYA
B3GALNT1,14,Amniota: 340 MYA
MAZ,14,Amniota: 340 MYA
ZC3HC1,14,Amniota: 340 MYA
MPHOSPH9,14,Amniota: 340 MYA
MT2A,14,Amniota: 340 MYA
C16orf46,14,Amniota: 340 MYA
LY6G6D,14,Amniota: 340 MYA
SERF2,14,Amniota: 340 MYA
CD59,14,Amniota: 340 MYA
CFC1,14,Amniota: 340 MYA
CCNE2,14,Amniota: 340 MYA
THAP2,14,Amniota: 340 MYA
PSG3,14,Amniota: 340 MYA
RBM34,14,Amniota: 340 MYA
ACSF2,14,Amniota: 340 MYA
MFAP5,14,Amniota: 340 MYA
FBLIM1,14,Amniota: 340 MYA
SCFD2,14,Amniota: 340 MYA
LILRB2,14,Amniota: 340 MYA
NA,14,Amniota: 340 MYA
ARMCX3,14,Amniota: 340 MYA
OMA1,14,Amniota: 340 MYA
TRNP1,14,Amniota: 340 MYA
TRNT1,14,Amniota: 340 MYA
TTLL4,14,Amniota: 340 MYA
TMEM276,14,Amniota: 340 MYA
NLRP1,14,Amniota: 340 MYA
COL10A1,14,Amniota: 340 MYA
NBN,14,Amniota: 340 MYA
OLIG1,14,Amniota: 340 MYA
FAAP20,14,Amniota: 340 MYA
LCA5L,14,Amniota: 340 MYA
GFAP,14,Amniota: 340 MYA
KIR3DX1,14,Amniota: 340 MYA
GFAP,14,Amniota: 340 MYA
CFC1B,14,Amniota: 340 MYA
TEAD4,14,Amniota: 340 MYA
ARMC10,14,Amniota: 340 MYA
LSP1,14,Amniota: 340 MYA
KCNMB2,14,Amniota: 340 MYA
ZNF69,14,Amniota: 340 MYA
GARIN2,14,Amniota: 340 MYA
KIFC1,14,Amniota: 340 MYA
ST3GAL5,14,Amniota: 340 MYA
MAZ,14,Amniota: 340 MYA
ZNF418,14,Amniota: 340 MYA
ZC3HC1,14,Amniota: 340 MYA
HMG20B,14,Amniota: 340 MYA
NLRC5,14,Amniota: 340 MYA
ZNF774,14,Amniota: 340 MYA
GDAP1,14,Amniota: 340 MYA
XPC,14,Amniota: 340 MYA
TAF15,14,Amniota: 340 MYA
RNF8,14,Amniota: 340 MYA
LSP1,14,Amniota: 340 MYA
LRRC37A3,14,Amniota: 340 MYA
MARK2,14,Amniota: 340 MYA
PSMG1,14,Amniota: 340 MYA
SLC39A8,14,Amniota: 340 MYA
ELP5,14,Amniota: 340 MYA
LY6G6F-LY6G6D,14,Amniota: 340 MYA
MT1B,14,Amniota: 340 MYA
TMBIM1,14,Amniota: 340 MYA
PRMT1,14,Amniota: 340 MYA
CD177,14,Amniota: 340 MYA
MAZ,14,Amniota: 340 MYA
THAP6,14,Amniota: 340 MYA
CFAP95,14,Amniota: 340 MYA
PTPN22,14,Amniota: 340 MYA
SNIP1,14,Amniota: 340 MYA
GRN,14,Amniota: 340 MYA
NLRP1,14,Amniota: 340 MYA
RACGAP1,14,Amniota: 340 MYA
TAF15,14,Amniota: 340 MYA
DNAJC18,14,Amniota: 340 MYA
GDAP1,14,Amniota: 340 MYA
LAIR1,14,Amniota: 340 MYA
FIP1L1,14,Amniota: 340 MYA
FAM186A,14,Amniota: 340 MYA
ZNF655,14,Amniota: 340 MYA
SLC39A8,14,Amniota: 340 MYA
NLRP1,14,Amniota: 340 MYA
SIGLECL1,14,Amniota: 340 MYA
HBB,14,Amniota: 340 MYA
CNTRL,14,Amniota: 340 MYA
ARMCX3,14,Amniota: 340 MYA
SPATA22,14,Amniota: 340 MYA
LCA5L,14,Amniota: 340 MYA
TEX29,14,Amniota: 340 MYA
MT1F,14,Amniota: 340 MYA
RUNX1,14,Amniota: 340 MYA
ACBD4,14,Amniota: 340 MYA
WFDC1,14,Amniota: 340 MYA
USP13,14,Amniota: 340 MYA
TTLL4,14,Amniota: 340 MYA
GARIN2,14,Amniota: 340 MYA
PSG4,14,Amniota: 340 MYA
SPATA18,14,Amniota: 340 MYA
ZNF875,14,Amniota: 340 MYA
MFF,14,Amniota: 340 MYA
CCHCR1,14,Amniota: 340 MYA
SLC38A5,14,Amniota: 340 MYA
ATG16L2,14,Amniota: 340 MYA
METTL25B,14,Amniota: 340 MYA
PLAAT3,14,Amniota: 340 MYA
LCA5L,14,Amniota: 340 MYA
TRNT1,14,Amniota: 340 MYA
GGT5,14,Amniota: 340 MYA
MRPL35,14,Amniota: 340 MYA
CFC1B,14,Amniota: 340 MYA
AKAP8L,14,Amniota: 340 MYA
CTBS,14,Amniota: 340 MYA
NA,14,Amniota: 340 MYA
DISP3,14,Amniota: 340 MYA
NAGPA,14,Amniota: 340 MYA
SPINDOC,14,Amniota: 340 MYA
THRA,14,Amniota: 340 MYA
HLA-C,14,Amniota: 340 MYA
MFSD1,14,Amniota: 340 MYA
LMBR1L,14,Amniota: 340 MYA
CDCA7,14,Amniota: 340 MYA
NAPG,14,Amniota: 340 MYA
EMC4,14,Amniota: 340 MYA
FUZ,14,Amniota: 340 MYA
ZNF333,14,Amniota: 340 MYA
EIF3H,14,Amniota: 340 MYA
RSRC1,14,Amniota: 340 MYA
LPCAT3,14,Amniota: 340 MYA
USF2,14,Amniota: 340 MYA
HVCN1,14,Amniota: 340 MYA
ZNF45,14,Amniota: 340 MYA
CCDC65,14,Amniota: 340 MYA
TRIM23,14,Amniota: 340 MYA
LRRTM4,14,Amniota: 340 MYA
EIF3H,14,Amniota: 340 MYA
SMG7,14,Amniota: 340 MYA
TRA2A,14,Amniota: 340 MYA
RSRC1,14,Amniota: 340 MYA
ACSM6,14,Amniota: 340 MYA
TK2,14,Amniota: 340 MYA
RMDN1,14,Amniota: 340 MYA
RMDN1,14,Amniota: 340 MYA
DCAF15,14,Amniota: 340 MYA
HJURP,14,Amniota: 340 MYA
KRT16,14,Amniota: 340 MYA
ZNF526,14,Amniota: 340 MYA
